,id_response,response_option,response_description
2961,3181,4.0,Secondary vocational education (mbo)
2962,3182,5.0,Higher professional education (hbo)
2963,3183,6.0,Science education (university)
2964,3184,1.0,man
2965,3185,2.0,Woman
2966,3186,1.0,Extremely happy
2967,3187,2.0,Happy
2968,3188,3.0,Not happy/not unhappy
2969,3189,4.0,Not so lucky
2970,3190,5.0,Unhappy
2971,3191,6.0,No answer
2972,3192,1.0,"Yes, I would like to become a member. My email address is:"
2973,3193,2.0,"No, I don't want to become a member."
2974,3195,1.0,Yes
2975,3196,2.0,no
2976,3197,1.0,Yes
2977,3198,2.0,no
2978,3199,1.0,Yes
2979,3200,2.0,no
2980,3201,1.0,Yes
2981,3202,2.0,no
2982,3203,1.0,Yes
2983,3204,2.0,no
2984,3205,1.0,Yes
2985,3206,2.0,no
2986,3207,1.0,Yes
2987,3208,2.0,no
2988,3209,1.0,Yes
2989,3210,2.0,no
2990,3211,1.0,Yes
2991,3212,2.0,no
2992,3213,1.0,Yes
2993,3214,2.0,no
2994,3215,1.0,Very easy
2995,3216,2.0,Easy
2996,3217,3.0,Just come around
2997,3218,4.0,Difficult
2998,3219,5.0,Very difficult
2999,3227,1.0,intensive
3000,3228,2.0,incidental
3001,3229,3.0,(almost never
3002,3230,1.0,intensive
3003,3231,2.0,incidental
3004,3232,3.0,(almost never
3005,3233,1.0,intensive
3006,3234,2.0,incidental
3007,3235,3.0,(almost never
3008,3236,1.0,intensive
3009,3237,2.0,incidental
3010,3238,3.0,(almost never
3011,3239,1.0,intensive
3012,3240,2.0,incidental
3013,3241,3.0,(almost never
3014,3242,1.0,"Yes, intensively"
3015,3243,2.0,"Yes, incidentally"
3016,3244,3.0,"No, (almost) not"
3017,3245,1.0,"yes, that's right"
3018,3246,2.0,more or less
3019,3247,3.0,"no, that's not really true"
3020,3248,4.0,no answer
3021,3249,1.0,"yes, that's right"
3022,3250,2.0,more or less
3023,3251,3.0,"no, that's not really true"
3024,3252,4.0,no answer
3025,3253,1.0,"yes, that's right"
3026,3254,2.0,more or less
3027,3255,3.0,"no, that's not really true"
3028,3256,4.0,no answer
3029,3257,1.0,"yes, that's right"
3030,3258,2.0,more or less
3031,3259,3.0,"no, that's not really true"
3032,3260,4.0,no answer
3033,3261,1.0,"yes, that's right"
3034,3262,2.0,more or less
3035,3263,3.0,"no, that's not really true"
3036,3264,4.0,no answer
3037,3265,1.0,"yes, that's right"
3038,3266,2.0,more or less
3039,3267,3.0,"no, that's not really true"
3040,3268,4.0,no answer
3041,3269,1.0,"yes, that's right"
3042,3270,2.0,more or less
3043,3271,3.0,"no, that's not really true"
3044,3272,4.0,no answer
3045,3273,1.0,often
3046,3274,2.0,regularly
3047,3275,3.0,sometimes
3048,3276,4.0,rarely/never
3049,3277,1.0,often
3050,3278,2.0,regularly
3051,3279,3.0,sometimes
3052,3280,4.0,rarely/never
3053,3281,1.0,often
3054,3282,2.0,regularly
3055,3283,3.0,sometimes
3056,3284,4.0,rarely/never
3057,3285,1.0,often
3058,3286,2.0,regularly
3059,3287,3.0,sometimes
3060,3288,4.0,rarely/never
3061,3289,1.0,often
3062,3290,2.0,regularly
3063,3291,3.0,sometimes
3064,3292,4.0,rarely/never
3065,3293,1.0,often
3066,3294,2.0,regularly
3067,3295,3.0,sometimes
3068,3296,4.0,rarely/never
3069,3297,1.0,totally agree
3070,3298,2.0,agree
3071,3299,3.0,agree/disagree
3072,3300,4.0,disagree
3073,3301,5.0,completely disagree
3074,3302,1.0,totally agree
3075,3303,2.0,agree
3076,3304,3.0,agree/disagree
3077,3305,4.0,disagree
3078,3306,5.0,completely disagree
3079,3307,1.0,"Yes, almost always"
3080,3308,2.0,"Yes, usually"
3081,3309,3.0,"Sometimes yes, sometimes no"
3082,3310,4.0,"No, usually not"
3083,3311,5.0,"No, almost never"
3084,3312,1.0,Yes
3085,3313,1.0,Yes
3086,3314,1.0,Yes
3087,3315,1.0,Yes
3088,3316,1.0,Yes
3089,3317,1.0,Yes
3090,3318,1.0,Yes
3091,3333,1.0,Less than 2 years
3092,3334,2.0,2 to 5 years
3093,3335,3.0,5 to 10 years
3094,3336,4.0,10 years or more
3095,3337,1.0,Detached
3096,3338,10.0,One-room apartment/studio
3097,3339,11.0,"Otherwise, namely:"
3098,3340,2.0,Two under TTn hood
3099,3341,3.0,Houses in a row or semi-detached
3100,3342,4.0,Corner house
3101,3343,5.0,Flat/apartment without elevator
3102,3344,6.0,Flat/apartment mTt lift
3103,3345,7.0,Self-contained senior residence
3104,3346,8.0,Residential care complex / nursing home / sheltered housing
3105,3347,9.0,Room occupancy/student housing
3106,3349,1.0,Owner-occupied home
3107,3350,2.0,Rental property of a housing association
3108,3351,3.0,House rented from a private landlord
3109,3352,2.0,"No, not in my own neighborhood but in Breda"
3110,3353,4.0,does not apply
3111,3354,6.0,
3112,3355,8.0,Unknown
3113,3356,1.0,Live independently
3114,3357,5.0,"In a quiet and green residential area, just outside the center"
3115,3358,6.0,"Yes, other help"
3116,3359,2.0,"fair, some issues"
3117,3360,26.0,Age
3118,3361,9.0,Bavel (incl. New Wolfslaar)
3119,3362,1.0,Primary school/primary education/no education
3120,3363,1.0,agree
3121,3364,2.0,neutral
3122,3365,3.0,do not agree with
3123,3366,1.0,agree
3124,3367,2.0,neutral
3125,3368,3.0,do not agree with
3126,3369,1.0,agree
3127,3370,2.0,neutral
3128,3371,3.0,do not agree with
3129,3372,1.0,agree
3130,3373,2.0,neutral
3131,3374,3.0,do not agree with
3132,3375,1.0,agree
3133,3376,2.0,neutral
3134,3377,3.0,do not agree with
3135,3380,1.0,"Yes, my home is suitable for this"
3136,3381,2.0,"Yes, but some things must be renovated for this (e.g. stair lift, step-in bath, sleeping area downstairs, removal of thresholds"
3137,3382,3.0,"No, my home is not suitable for this"
3138,3383,4.0,I do not know
3139,3384,1.0,In the center / downtown
3140,3385,2.0,In a village
3141,3386,3.0,"In a busy area with amenities, just outside the center"
3142,3387,4.0,In a rural setting
3143,3388,5.0,"In a quiet and green residential area, just outside the center"
3144,3389,6.0,Neighborhood on the outskirts of the city
3145,3390,7.0,"Otherwise, namely:"
3146,3392,1.0,"No, definitely not"
3147,3393,2.0,"Yes, possibly"
3148,3394,3.0,"Yes, I would like to, but can't find anything"
3149,3395,4.0,"Yes, definitely"
3150,3396,6.0,"Yes, have already found other housing/home"
3151,3397,7.0,Do not know yet
3152,3398,1.0,I am satisfied with my home
3153,3399,10.0,I'm too old to move
3154,3400,11.0,I can't get financing from the mortgage lender
3155,3401,12.0,"Something else, namely:"
3156,3402,2.0,I am satisfied with my living environment
3157,3403,3.0,I prefer to grow
3158,3404,4.0,"I would like to move, but I find my housing costs too high when moving to another home"
3159,3405,5.0,Selling my house is difficult
3160,3406,6.0,"Due to the stricter requirements for social rental housing, I am only eligible for a more expensive rental home"
3161,3407,7.0,Due to residual debt on current home when sold
3162,3408,8.0,I'd rather stay at home
3163,3409,9.0,"I want to continue to live close to my work, company or study"
3164,3411,1.0,Yes
3165,3412,2.0,No
3166,3413,1.0,Own neighborhood
3167,3414,10.0,Ulven wood
3168,3415,11.0,Prinsenbeek
3169,3416,12.0,Teterings
3170,3417,13.0,"Outer area of ​​Breda (Effen-de Rith, Liesbos, rural area around Bavel, Ulvenhout or Prinsenbeek)"
3171,3418,14.0,Oosterhout
3172,3419,15.0,Etten-Leur
3173,3420,16.0,Another municipality in the Breda region
3174,3421,17.0,Municipality outside the Breda region
3175,3422,2.0,"Center (City, Valkenberg, ChassT, Fellenoord, Schorsmolen, Station, Belcrum)"
3176,3423,3.0,"Breda North (Geeren-North, Geeren-South, Biesdonk, Wisselaar, Doornbos-Line, Waterdonken)"
3177,3424,4.0,"Breda East (Brabantpark, Heusdenhout, Zandberg, Sportpark)"
3178,3425,5.0,"Breda South-East (Blauwe Kei, Ypelaar, Overakker, Ginneken)"
3179,3426,6.0,"Breda South (Boeimeer, Ruitersbos)"
3180,3427,7.0,"Breda West (Haagpoort, Heuvel, Tuinzigt, Princenhage, Westerpark)"
3181,3428,8.0,"Haagse Beemden (Gageldonk, Kievitsloop, Kestern, Muizenberg, Heksenwiel, Overkroeten, Kroeten)"
3182,3429,9.0,Bavel (incl. New Wolfslaar)
3183,3430,1.0,Live independently
3184,3431,5.0,Between 711 and 900
3185,3432,11.0,Living environment/residential neighbourhood
3186,3433,12.0,Insufficient facilities in the area
3187,3434,13.0,Poor landlord service
3188,3435,14.0,Wants to live closer to parents/children
3189,3436,15.0,Because of care for a family member (informal care)
3190,3437,16.0,Favorable time to sell a home
3191,3438,17.0,"Something else, namely:"
3192,3439,2.0,Because of study/work
3193,3440,6.0,900 or more
3194,3441,4.0,Family expansion
3195,3442,5.0,Parting
3196,3443,6.0,Because of disagreements with the neighbours
3197,3444,2.0,Between 414 and 592
3198,3445,8.0,Because of the house itself
3199,3446,9.0,Current home not suitable for the elderly
3200,3448,1.0,In the center / downtown
3201,3449,2.0,In a village
3202,3450,3.0,"In a busy area with amenities, just outside the center"
3203,3451,4.0,In a rural setting
3204,3452,5.0,"In a quiet and green residential area, just outside the center"
3205,3453,6.0,In a neighborhood on the outskirts of the city
3206,3454,7.0,"Otherwise, namely:"
3207,3455,8.0,No preference
3208,3456,1.0,totally agree
3209,3457,1.0,Yes
3210,3458,1.0,"yes, (almost) no problems"
3211,3459,5.0,very dissatisfied
3212,3460,3.0,"bad, many problems"
3213,3461,3.0,"bad, many problems"
3214,3462,15.0,Haagpoort
3215,3463,8.0,Unknown
3216,3464,6.0,Do not know / no opinion
3217,3465,0.0,No
3218,3466,3.0,not satisfied/not dissatisfied
3219,3467,32.0,Valkenberg
3220,3468,13.0,Living environment / residential area
3221,3469,1.0,"yes, (almost) no problems"
3222,3470,1.0,very satisfied
3223,3471,1.0,"yes, (almost) no problems"
3224,3472,6.0,Do not know / no opinion
3225,3473,8.0,Unknown
3226,3474,24.0,Overakker
3227,3475,9.0,I wanted a rental home instead of a home for sale
3228,3476,5.0,Buoy lake
3229,3477,36.0,Ypelaar
3230,3478,3.0,"bad, many problems"
3231,3479,0.0,No
3232,3480,25.0,overcropping
3233,3481,29.0,Sports park
3234,3482,8.0,Unknown
3235,3483,4.0,Do not know / no opinion
3236,3484,3.0,Marriage / cohabitation
3237,3485,33.0,Waterdonken
3238,3486,5.0,very dissatisfied
3239,3487,6.0,Do not know / no opinion
3240,3488,5.0,totally disagree
3241,3489,6.0,Do not know / no opinion
3242,3490,0.0,No
3243,3491,1.0,Detached
3244,3492,10.0,One-room apartment/studio
3245,3493,11.0,"Otherwise, namely:"
3246,3494,2.0,Two under TTn hood
3247,3495,3.0,Houses in a row or semi-detached
3248,3496,4.0,Corner house
3249,3497,5.0,Flat/apartment without elevator
3250,3498,6.0,Flat/apartment mTt lift
3251,3499,7.0,Self-contained senior residence
3252,3500,8.0,Residential care complex / nursing home / sheltered housing
3253,3501,9.0,Room occupancy/student housing
3254,3503,1.0,Owner-occupied home
3255,3504,2.0,Rental property of a housing association
3256,3505,3.0,Renting a house from a private landlord
3257,3506,4.0,No preference/don't know yet
3258,3507,1.0,Existing house
3259,3508,2.0,Newly built house
3260,3509,3.0,Develop and build a building plot yourself (private)
3261,3510,4.0,Developing and building a building plot with a group (collectively)
3262,3511,5.0,No preference for existing or new construction
3263,3512,6.0,DIY house
3264,3513,7.0,"Something else, namely:"
3265,3514,8.0,Don't know yet/no preference
3266,3516,14.0,Ginneken
3267,3517,1.0,Bavel
3268,3518,1.0,Yes
3269,3519,1.0,"yes, (almost) no problems"
3270,3520,6.0,Do not know / no opinion
3271,3521,23.0,New Wolfslaar
3272,3522,3.0,not satisfied/not dissatisfied
3273,3523,2.0,at sometime
3274,3524,3.0,"bad, many problems"
3275,3525,5.0,totally disagree
3276,3526,1.0,Yes
3277,3551,1.0,"yes, (almost) no problems"
3278,3552,2.0,"fair, some issues"
3279,3553,3.0,"bad, many problems"
3280,3554,4.0,does not apply
3281,3555,1.0,"yes, (almost) no problems"
3282,3556,2.0,satisfied
3283,3557,2.0,"fair, some issues"
3284,3558,3.0,"bad, many problems"
3285,3559,4.0,does not apply
3286,3560,1.0,"yes, (almost) no problems"
3287,3561,2.0,"fair, some issues"
3288,3562,3.0,"bad, many problems"
3289,3563,4.0,does not apply
3290,3564,1.0,"yes, (almost) no problems"
3291,3565,2.0,"fair, some issues"
3292,3566,3.0,"bad, many problems"
3293,3567,4.0,does not apply
3294,3568,1.0,"yes, (almost) no problems"
3295,3569,2.0,"fair, some issues"
3296,3570,3.0,"bad, many problems"
3297,3571,4.0,does not apply
3298,3572,1.0,"yes, (almost) no problems"
3299,3573,2.0,"fair, some issues"
3300,3574,3.0,"bad, many problems"
3301,3575,4.0,does not apply
3302,3576,1.0,"yes, (almost) no problems"
3303,3577,2.0,"fair, some issues"
3304,3578,3.0,"bad, many problems"
3305,3579,4.0,does not apply
3306,3580,1.0,"yes, (almost) no problems"
3307,3581,2.0,"fair, some issues"
3308,3582,3.0,"bad, many problems"
3309,3583,4.0,does not apply
3310,3584,1.0,"yes, (almost) no problems"
3311,3585,2.0,"fair, some issues"
3312,3586,3.0,"bad, many problems"
3313,3587,4.0,does not apply
3314,3588,1.0,"Yes, of course"
3315,3589,2.0,probably
3316,3590,3.0,no
3317,3591,4.0,don't know/not applicable
3318,3592,1.0,"Yes, of course"
3319,3593,2.0,probably
3320,3594,3.0,no
3321,3595,4.0,don't know/not applicable
3322,3596,1.0,"Yes, of course"
3323,3597,2.0,probably
3324,3598,3.0,no
3325,3599,4.0,don't know/not applicable
3326,3600,1.0,(almost always
3327,3601,2.0,often
3328,3602,3.0,sometimes
3329,3603,4.0,no
3330,3604,1.0,(almost always
3331,3605,2.0,often
3332,3606,3.0,sometimes
3333,3607,4.0,no
3334,3608,1.0,(almost always
3335,3609,2.0,often
3336,3610,3.0,sometimes
3337,3611,4.0,no
3338,3612,1.0,(almost always
3339,3613,2.0,often
3340,3614,3.0,sometimes
3341,3615,4.0,no
3342,3616,1.0,(almost always
3343,3617,2.0,often
3344,3618,3.0,sometimes
3345,3619,4.0,no
3346,3620,1.0,(almost always
3347,3621,2.0,often
3348,3622,3.0,sometimes
3349,3623,4.0,no
3350,3634,1.0,Yes
3351,3635,2.0,No
3352,3636,3.0,Do not know / no opinion
3353,3637,1.0,Yes
3354,3638,2.0,No
3355,3639,3.0,Do not know / no opinion
3356,3640,1.0,I did
3357,3641,2.0,"Not done yet, but I'm ready"
3358,3642,3.0,I didn't and I don't want to
3359,3643,4.0,do not know yet
3360,3644,1.0,I did
3361,3645,2.0,"Not done yet, but I'm ready"
3362,3646,3.0,I didn't and I don't want to
3363,3647,4.0,do not know yet
3364,3648,1.0,I did
3365,3649,2.0,"Not done yet, but I'm ready"
3366,3650,3.0,I didn't and I don't want to
3367,3651,4.0,do not know yet
3368,3652,1.0,I did
3369,3653,2.0,"Not done yet, but I'm ready"
3370,3654,3.0,I didn't and I don't want to
3371,3655,4.0,do not know yet
3372,3656,1.0,I did
3373,3657,2.0,"Not done yet, but I'm ready"
3374,3658,3.0,I didn't and I don't want to
3375,3659,4.0,do not know yet
3376,3660,1.0,Yes
3377,3661,2.0,No
3378,3662,1.0,New Hawthorn
3379,3663,10.0,Liesbos
3380,3664,11.0,Pekhoeve
3381,3665,12.0,Vianden
3382,3666,13.0,Poelewei
3383,3667,14.0,3 Linden
3384,3668,15.0,Geeren-North
3385,3669,16.0,Scheldestraat
3386,3670,17.0,Crow's nest
3387,3671,18.0,Signpost
3388,3672,19.0,Die
3389,3673,2.0,House of the Hill
3390,3674,20.0,Biesdonk
3391,3675,21.0,Zandberg
3392,3676,22.0,Kievietslaar
3393,3677,23.0,The Blaker
3394,3678,24.0,silver birch
3395,3679,25.0,Geeren South (ONS)
3396,3680,26.0,Toma (Batu Karang)
3397,3681,27.0,Don't know
3398,3682,3.0,northern Lights
3399,3683,4.0,æt Web
3400,3684,5.0,Olympia
3401,3685,6.0,Beemdentil
3402,3686,7.0,Belcrum
3403,3687,8.0,æt Monastery
3404,3688,9.0,The cow
3405,3689,1.0,(almost every day
3406,3690,2.0,(almost) Every week
3407,3691,3.0,(almost) Every month
3408,3692,4.0,(almost) Every 3 months
3409,3693,5.0,1 or 2 times
3410,3694,0.0,Not Answered
3411,3695,1.0,Answered
3412,3697,0.0,Not Answered
3413,3698,1.0,Answered
3414,3699,0.0,Not Answered
3415,3700,1.0,Answered
3416,3701,0.0,Not Answered
3417,3702,1.0,Answered
3418,3703,0.0,Not Answered
3419,3704,1.0,Answered
3420,3705,0.0,Not Answered
3421,3706,1.0,Answered
3422,3707,0.0,Not Answered
3423,3708,1.0,Answered
3424,3709,0.0,Not Answered
3425,3710,1.0,Answered
3426,3711,0.0,Not Answered
3427,3712,1.0,Answered
3428,3713,1.0,occurs often
3429,3714,2.0,sometimes occurs
3430,3715,3.0,(almost) never occurs
3431,3716,4.0,Do not know / no opinion
3432,3717,1.0,occurs often
3433,3718,2.0,sometimes occurs
3434,3719,3.0,(almost) never occurs
3435,3720,4.0,Do not know / no opinion
3436,3721,1.0,occurs often
3437,3722,2.0,sometimes occurs
3438,3723,3.0,(almost) never occurs
3439,3724,4.0,Do not know / no opinion
3440,3725,1.0,occurs often
3441,3726,2.0,sometimes occurs
3442,3727,3.0,(almost) never occurs
3443,3728,4.0,Do not know / no opinion
3444,3729,1.0,occurs often
3445,3730,2.0,sometimes occurs
3446,3731,3.0,(almost) never occurs
3447,3732,4.0,Do not know / no opinion
3448,3733,1.0,occurs often
3449,3734,2.0,sometimes occurs
3450,3735,3.0,(almost) never occurs
3451,3736,4.0,Do not know / no opinion
3452,3737,1.0,occurs often
3453,3738,2.0,sometimes occurs
3454,3739,3.0,(almost) never occurs
3455,3740,4.0,Do not know / no opinion
3456,3741,1.0,occurs often
3457,3742,2.0,sometimes occurs
3458,3743,3.0,(almost) never occurs
3459,3744,4.0,Do not know / no opinion
3460,3745,1.0,occurs often
3461,3746,2.0,sometimes occurs
3462,3747,3.0,(almost) never occurs
3463,3748,4.0,Do not know / no opinion
3464,3749,1.0,occurs often
3465,3750,2.0,sometimes occurs
3466,3751,3.0,(almost) never occurs
3467,3752,4.0,Do not know / no opinion
3468,3753,1.0,occurs often
3469,3754,2.0,sometimes occurs
3470,3755,3.0,(almost) never occurs
3471,3756,4.0,Do not know / no opinion
3472,3757,1.0,occurs often
3473,3758,2.0,sometimes occurs
3474,3759,3.0,(almost) never occurs
3475,3760,4.0,Do not know / no opinion
3476,3761,1.0,occurs often
3477,3762,2.0,sometimes occurs
3478,3763,3.0,(almost) never occurs
3479,3764,4.0,Do not know / no opinion
3480,3765,1.0,occurs often
3481,3766,2.0,sometimes occurs
3482,3767,3.0,(almost) never occurs
3483,3768,4.0,Do not know / no opinion
3484,3769,1.0,occurs often
3485,3770,2.0,sometimes occurs
3486,3771,3.0,(almost) never occurs
3487,3772,4.0,Do not know / no opinion
3488,3773,1.0,occurs often
3489,3774,2.0,sometimes occurs
3490,3775,3.0,(almost) never occurs
3491,3776,4.0,Do not know / no opinion
3492,3777,1.0,occurs often
3493,3778,2.0,sometimes occurs
3494,3779,3.0,(almost) never occurs
3495,3780,4.0,Do not know / no opinion
3496,3781,1.0,occurs often
3497,3782,2.0,sometimes occurs
3498,3783,3.0,(almost) never occurs
3499,3784,4.0,Do not know / no opinion
3500,3785,1.0,occurs often
3501,3786,2.0,sometimes occurs
3502,3787,3.0,(almost) never occurs
3503,3788,4.0,Do not know / no opinion
3504,3789,1.0,Yes
3505,3790,2.0,No
3506,3791,3.0,Do not know / no opinion
3507,3792,1.0,Often
3508,3793,2.0,Sometimes
3509,3794,3.0,Seldom
3510,3795,4.0,Do not know / no opinion
3511,3796,1.0,Yes
3512,3797,2.0,No
3513,3798,3.0,Do not know / no opinion
3514,3799,1.0,Often
3515,3800,2.0,Sometimes
3516,3801,3.0,Seldom
3517,3802,4.0,Do not know / no opinion
3518,3803,1.0,occurs often
3519,3804,2.0,sometimes occurs
3520,3805,3.0,(almost) never occurs
3521,3806,4.0,Do not know / no opinion
3522,3807,1.0,occurs often
3523,3808,2.0,sometimes occurs
3524,3809,3.0,(almost) never occurs
3525,3810,4.0,Do not know / no opinion
3526,3811,1.0,occurs often
3527,3812,2.0,sometimes occurs
3528,3813,3.0,(almost) never occurs
3529,3814,4.0,Do not know / no opinion
3530,3815,1.0,occurs often
3531,3816,2.0,sometimes occurs
3532,3817,3.0,(almost) never occurs
3533,3818,4.0,Do not know / no opinion
3534,3819,1.0,occurs often
3535,3820,2.0,sometimes occurs
3536,3821,3.0,(almost) never occurs
3537,3822,4.0,Do not know / no opinion
3538,3823,1.0,occurs often
3539,3824,2.0,sometimes occurs
3540,3825,3.0,(almost) never occurs
3541,3826,4.0,Do not know / no opinion
3542,3827,1.0,no
3543,3828,2.0,"yes, in your own neighbourhood"
3544,3829,3.0,"yes, elsewhere in the municipality"
3545,3830,4.0,"yes, but not in your own community"
3546,3831,1.0,no
3547,3832,2.0,"yes, in your own neighbourhood"
3548,3833,3.0,"yes, elsewhere in the municipality"
3549,3834,4.0,"yes, but not in your own community"
3550,3835,1.0,no
3551,3836,2.0,"yes, in your own neighbourhood"
3552,3837,3.0,"yes, elsewhere in the municipality"
3553,3838,4.0,"yes, but not in your own community"
3554,3839,1.0,no
3555,3840,2.0,"yes, in your own neighbourhood"
3556,3841,3.0,"yes, elsewhere in the municipality"
3557,3842,4.0,"yes, but not in your own community"
3558,3843,1.0,no
3559,3844,2.0,"yes, in your own neighbourhood"
3560,3845,3.0,"yes, elsewhere in the municipality"
3561,3846,4.0,"yes, but not in your own community"
3562,3847,1.0,no
3563,3848,2.0,"yes, in your own neighbourhood"
3564,3849,3.0,"yes, elsewhere in the municipality"
3565,3850,4.0,"yes, but not in your own community"
3566,3851,1.0,no
3567,3852,2.0,"yes, in your own neighbourhood"
